"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Daniel Jones","QB","IND","@PIT","20.3","20.1","21.2","18.4","18.4","18.4","31.6","31.6","Main"
"Amon-Ra St Brown","WR","DET","MIN","20.2","16.7","19.3","12.4","15.9","19.3","35.1","30.3","Main"
"Jahmyr Gibbs","RB","DET","MIN","20.1","18.4","19.3","15.9","17.5","19.2","34.2","32.1","Main"
"Rashee Rice","WR","KC","@BUF","20.0","16.3","19.1","11.8","15.5","19.1","34.5","29.4","Main"
"Jaxson Dart","QB","NYG","SF","19.8","19.5","20.7","18.3","18.3","18.3","30.9","30.8","Main"
"Matthew Stafford","QB","LA","NO","19.7","19.6","20.9","18.1","18.1","18.1","30.2","30.2","Main"
"Javonte Williams","RB","DAL","ARI","18.8","17.1","18.1","14.8","16.4","18.0","32.3","30.2","Monday"
"Jordan Love","QB","GB","CAR","18.7","18.5","19.9","17.4","17.4","17.4","29.2","29.2","Main"
"Trevor Lawrence","QB","JAX","@LV","18.7","18.4","19.8","17.1","17.1","17.1","29.0","29.0","Main"
"Jacoby Brissett","QB","ARI","@DAL","18.6","18.4","19.7","16.9","16.9","16.9","29.1","29.0","Monday"
"Jared Goff","QB","DET","MIN","18.2","18.0","19.4","16.8","16.8","16.8","28.4","28.4","Main"
"Kyren Williams","RB","LA","NO","18.2","16.8","17.5","14.9","16.1","17.4","31.7","30.0","Main"
"Mac Jones","QB","SF","@NYG","18.2","18.0","19.3","16.6","16.6","16.6","28.4","28.3","Main"
"Derrick Henry","RB","BAL","@MIA","17.9","17.2","16.9","15.5","16.1","16.8","32.2","31.3","Thursday"
"Sam Darnold","QB","SEA","@WAS","17.9","17.7","19.0","16.4","16.4","16.4","28.1","28.1","Sunday"
"Joe Flacco","QB","CIN","CHI","17.8","17.6","18.7","16.1","16.1","16.1","27.8","27.8","Main"
"Josh Jacobs","RB","GB","CAR","17.8","16.5","17.2","14.6","15.8","17.0","30.8","29.2","Main"
"CJ Stroud","QB","HOU","DEN","17.7","17.4","18.8","16.2","16.2","16.2","27.7","27.6","Main"
"Aaron Rodgers","QB","PIT","IND","17.4","17.2","18.5","15.9","15.9","15.9","27.3","27.2","Main"
"Kyle Monangai","RB","CHI","@CIN","17.3","15.9","16.7","14.0","15.2","16.5","30.6","28.9","Main"
"Kimani Vidal","RB","LAC","@TEN","17.3","15.9","16.5","13.9","15.2","16.4","30.7","29.1","Main"
"Bo Nix","QB","DEN","@HOU","17.1","16.9","18.2","15.9","15.9","15.9","26.6","26.6","Main"
"Justin Jefferson","WR","MIN","@DET","17.1","14.3","16.2","10.6","13.4","16.2","30.9","26.6","Main"
"Nico Collins","WR","HOU","DEN","17.0","14.2","16.1","10.6","13.4","16.1","30.9","26.7","Main"
"Trey McBride","TE","ARI","@DAL","16.9","13.5","19.8","9.5","12.9","16.3","29.2","24.2","Monday"
"Jaylen Warren","RB","PIT","IND","16.8","15.1","16.3","13.0","14.6","16.2","29.3","27.1","Main"
"JJ McCarthy","QB","MIN","@DET","16.6","16.3","17.6","15.0","15.0","15.0","26.4","26.3","Main"
"Jaylen Waddle","WR","MIA","BAL","16.3","13.6","15.6","10.1","12.9","15.6","29.6","25.6","Thursday"
"James Cook","RB","BUF","KC","16.2","15.2","15.4","13.5","14.4","15.3","29.3","28.1","Main"
"Tyrone Tracy","RB","NYG","SF","16.2","14.4","15.7","12.3","14.0","15.6","28.6","26.3","Main"
"Davante Adams","WR","LA","NO","16.1","13.7","15.5","10.7","13.1","15.5","29.8","26.1","Main"
"Zay Flowers","WR","BAL","@MIA","16.0","13.3","15.3","9.9","12.6","15.3","29.7","25.6","Thursday"
"Ashton Jeanty","RB","LV","JAX","16.0","14.3","15.6","12.3","13.9","15.5","27.7","25.6","Main"
"Ladd McConkey","WR","LAC","@TEN","15.9","13.0","15.3","9.6","12.4","15.3","29.1","24.9","Main"
"Brian Thomas","WR","JAX","@LV","15.8","13.2","15.2","10.0","12.6","15.1","29.0","25.1","Main"
"Geno Smith","QB","LV","JAX","15.7","15.5","16.7","14.1","14.1","14.1","25.3","25.2","Main"
"Drake London","WR","ATL","@NE","15.6","12.8","15.0","9.4","12.2","14.9","28.1","24.0","Main"
"Tua Tagovailoa","QB","MIA","BAL","15.5","15.3","16.6","14.1","14.1","14.1","24.8","24.8","Thursday"
"George Pickens","WR","DAL","ARI","15.4","13.1","14.7","10.1","12.4","14.7","29.3","25.7","Monday"
"Rome Odunze","WR","CHI","@CIN","15.0","12.8","14.4","10.0","12.2","14.4","28.7","25.2","Main"
"TreVeyon Henderson","RB","NE","ATL","14.7","13.2","14.2","11.4","12.7","14.1","26.5","24.6","Main"
"Bam Knight","RB","ARI","@DAL","14.6","13.4","14.3","11.8","13.0","14.2","26.7","25.1","Monday"
"Chris Olave","WR","NO","@LA","14.6","11.6","14.1","8.1","11.1","14.0","26.2","21.9","Main"
"Michael Penix","QB","ATL","@NE","14.5","14.4","15.6","13.1","13.1","13.1","23.2","23.2","Main"
"Tyler Warren","TE","IND","@PIT","14.5","11.9","16.7","8.8","11.4","14.1","26.2","22.2","Main"
"Travis Etienne","RB","JAX","@LV","14.5","13.1","14.1","11.3","12.7","14.0","26.0","24.2","Main"
"DK Metcalf","WR","PIT","IND","14.5","12.3","13.9","9.5","11.7","13.9","27.3","23.9","Main"
"Deebo Samuel","WR","WAS","SEA","14.5","11.7","14.1","8.6","11.3","14.1","25.9","22.0","Sunday"
"Chase Brown","RB","CIN","CHI","14.3","12.9","13.9","11.2","12.5","13.8","26.1","24.2","Main"
"Michael Pittman","WR","IND","@PIT","14.1","11.4","13.7","8.2","10.9","13.7","25.9","21.9","Main"
"Tyler Shough","QB","NO","@LA","14.1","13.8","15.0","12.6","12.6","12.6","23.1","23.0","Main"
"Stefon Diggs","WR","NE","ATL","13.8","11.2","13.4","8.2","10.8","13.4","25.7","21.8","Main"
"Brock Bowers","TE","LV","JAX","13.4","10.6","15.8","7.5","10.3","13.1","23.9","19.8","Main"
"Marvin Harrison","WR","ARI","@DAL","13.1","11.1","12.7","8.5","10.6","12.6","25.7","22.4","Monday"
"Tucker Kraft","TE","GB","CAR","13.1","10.9","15.0","8.4","10.6","12.8","24.7","21.3","Main"
"Courtland Sutton","WR","DEN","@HOU","13.0","10.9","12.6","8.2","10.4","12.5","24.9","21.6","Main"
"DJ Moore","WR","CHI","@CIN","12.9","10.8","12.6","8.5","10.5","12.6","24.5","21.4","Main"
"George Kittle","TE","SF","@NYG","12.9","10.7","14.8","8.1","10.3","12.5","24.5","21.0","Main"
"Tee Higgins","WR","CIN","CHI","12.8","10.7","12.4","8.2","10.3","12.4","24.4","21.3","Main"
"Wan'Dale Robinson","WR","NYG","SF","12.8","10.2","12.4","7.4","9.9","12.4","23.9","20.1","Main"
"Oronde Gadsden","TE","LAC","@TEN","12.7","10.3","14.7","7.6","10.0","12.3","23.7","20.0","Main"
"Rico Dowdle","RB","CAR","@GB","12.5","11.2","12.1","9.6","10.8","12.0","22.5","20.8","Main"
"Keenan Allen","WR","LAC","@TEN","12.5","10.2","12.3","7.6","9.9","12.3","23.6","20.1","Main"
"Cameron Ward","QB","TEN","LAC","12.5","12.2","13.5","11.0","11.0","11.0","20.8","20.7","Main"
"Jauan Jennings","WR","SF","@NYG","12.4","10.1","12.1","7.5","9.8","12.0","23.9","20.5","Main"
"Kenneth Walker","RB","SEA","@WAS","12.4","11.7","11.9","10.6","11.2","11.8","23.9","23.0","Sunday"
"Kareem Hunt","RB","KC","@BUF","12.3","11.5","12.0","10.4","11.2","11.9","23.4","22.3","Main"
"Bryce Young","QB","CAR","@GB","12.2","12.0","13.2","11.0","11.0","11.0","20.2","20.1","Main"
"Khalil Shakir","WR","BUF","KC","12.1","9.5","11.8","6.8","9.3","11.8","22.4","18.6","Main"
"David Montgomery","RB","DET","MIN","12.1","11.2","11.8","10.1","10.9","11.7","22.8","21.6","Main"
"Romeo Doubs","WR","GB","CAR","12.1","10.1","11.7","7.8","9.8","11.7","23.7","20.7","Main"
"Jakobi Meyers","WR","LV","JAX","12.1","9.8","11.8","7.2","9.5","11.8","23.1","19.7","Main"
"Xavier Worthy","WR","KC","@BUF","12.0","10.0","11.7","7.7","9.7","11.7","23.2","20.1","Main"
"JK Dobbins","RB","DEN","@HOU","11.8","11.1","11.2","10.0","10.6","11.1","22.5","21.6","Main"
"Tetairoa McMillan","WR","CAR","@GB","11.7","9.6","11.4","7.1","9.2","11.3","22.5","19.2","Main"
"Travis Kelce","TE","KC","@BUF","11.7","9.5","13.8","7.0","9.3","11.5","22.1","18.6","Main"
"Jake Ferguson","TE","DAL","ARI","11.6","9.0","14.1","6.3","8.9","11.5","20.9","17.0","Monday"
"Jameson Williams","WR","DET","MIN","11.6","9.9","11.2","8.0","9.6","11.2","23.6","21.0","Main"
"Jacory Croskey-Merritt","RB","WAS","SEA","11.6","10.9","11.3","9.9","10.6","11.2","22.5","21.5","Sunday"
"Alvin Kamara","RB","NO","@LA","11.3","9.8","11.1","8.3","9.6","11.0","20.8","18.8","Main"
"Jordan Addison","WR","MIN","@DET","11.2","9.3","10.9","7.1","9.0","10.9","22.0","19.0","Main"
"Tre Tucker","WR","LV","JAX","10.9","9.0","10.6","6.9","8.8","10.6","21.4","18.5","Main"
"Zach Ertz","TE","WAS","SEA","10.9","8.8","12.9","6.6","8.7","10.8","20.3","17.0","Sunday"
"Darius Slayton","WR","NYG","SF","10.8","9.0","10.5","7.0","8.7","10.5","21.6","18.8","Main"
"Sam LaPorta","TE","DET","MIN","10.7","8.7","12.6","6.6","8.6","10.6","20.6","17.5","Main"
"Parker Washington","WR","JAX","@LV","10.7","8.8","10.5","6.7","8.6","10.5","20.9","17.9","Main"
"Rashid Shaheed","WR","NO","@LA","10.7","8.7","10.4","6.4","8.4","10.4","20.7","17.5","Main"
"Troy Franklin","WR","DEN","@HOU","10.6","8.6","10.4","6.4","8.4","10.3","20.6","17.5","Main"
"Zach Charbonnet","RB","SEA","@WAS","10.6","9.8","10.4","8.9","9.6","10.3","20.7","19.6","Sunday"
"Kyle Pitts","TE","ATL","@NE","10.5","8.3","12.5","5.9","8.1","10.3","19.3","15.9","Main"
"Alec Pierce","WR","IND","@PIT","10.5","9.0","10.2","7.2","8.7","10.2","22.1","19.6","Main"
"Quentin Johnston","WR","LAC","@TEN","10.5","8.8","10.3","6.8","8.6","10.3","21.1","18.4","Main"
"Tony Pollard","RB","TEN","LAC","10.5","9.2","10.4","7.9","9.1","10.3","19.7","17.9","Main"
"Josh Downs","WR","IND","@PIT","10.3","8.2","10.1","5.9","8.0","10.1","20.1","16.8","Main"
"Theo Johnson","TE","NYG","SF","10.2","8.2","12.1","6.1","8.1","10.1","19.4","16.2","Main"
"Keon Coleman","WR","BUF","KC","10.1","8.4","9.8","6.4","8.1","9.8","20.5","17.8","Main"
"Woody Marks","RB","HOU","DEN","10.0","8.9","9.9","7.7","8.8","9.9","19.2","17.5","Main"
"Malik Washington","WR","MIA","BAL","10.0","7.9","9.9","5.7","7.8","9.9","18.8","15.7","Thursday"
"LAC DST","DST","LAC","@TEN","10.0","10.0","11.0","10.0","10.0","10.0","17.9","17.9","Main"
"Darnell Mooney","WR","ATL","@NE","9.9","8.2","9.7","6.2","8.0","9.7","19.8","17.1","Main"
"Brandon Aubrey","K","DAL","ARI","9.9","9.9","10.6","9.9","9.9","9.9","16.2","16.2","Monday"
"Aaron Jones","RB","MIN","@DET","9.8","8.4","9.7","7.0","8.3","9.7","18.9","16.9","Main"
"Tyjae Spears","RB","TEN","LAC","9.8","8.4","9.7","6.9","8.3","9.7","18.7","16.6","Main"
"Jake Bates","K","DET","MIN","9.8","9.8","10.5","9.8","9.8","9.8","16.1","16.1","Main"
"Mark Andrews","TE","BAL","@MIA","9.7","8.0","11.2","6.3","7.9","9.5","19.1","16.6","Thursday"
"Dyami Brown","WR","JAX","@LV","9.7","8.0","9.5","6.0","7.8","9.5","19.5","16.7","Main"
"Olamide Zaccheaus","WR","CHI","@CIN","9.6","7.8","9.5","5.9","7.7","9.5","19.2","16.4","Main"
"Cameron Dicker","K","LAC","@TEN","9.6","9.6","10.3","9.6","9.6","9.6","16.2","16.2","Main"
"Joshua Karty","K","LA","NO","9.6","9.6","10.3","9.6","9.6","9.6","15.9","15.9","Main"
"Hunter Henry","TE","NE","ATL","9.5","7.8","11.1","6.1","7.8","9.4","18.7","16.0","Main"
"Calvin Austin","WR","PIT","IND","9.5","7.9","9.3","6.2","7.7","9.3","19.7","17.1","Main"
"Evan Engram","TE","DEN","@HOU","9.4","7.3","11.4","5.2","7.2","9.3","17.2","14.0","Main"
"Kendrick Bourne","WR","SF","@NYG","9.4","7.6","9.2","5.7","7.4","9.2","18.7","16.0","Main"
"Elic Ayomanor","WR","TEN","LAC","9.4","7.7","9.2","5.8","7.5","9.2","18.9","16.2","Main"
"LA DST","DST","LA","NO","9.4","9.4","10.4","9.4","9.4","9.4","17.1","17.1","Main"
"Dalton Kincaid","TE","BUF","KC","9.3","7.5","11.0","5.6","7.4","9.2","18.1","15.2","Main"
"Chad Ryland","K","ARI","@DAL","9.3","9.3","10.0","9.3","9.3","9.3","15.7","15.7","Monday"
"Ka'imi Fairbairn","K","HOU","DEN","9.1","9.1","9.8","9.1","9.1","9.1","15.8","15.8","Main"
"Cam Little","K","JAX","@LV","9.1","9.1","9.8","9.1","9.1","9.1","15.6","15.6","Main"
"Michael Badgley","K","IND","@PIT","9.0","9.0","9.6","9.0","9.0","9.0","15.2","15.2","Main"
"GB DST","DST","GB","CAR","9.0","9.0","10.0","9.0","9.0","9.0","16.7","16.7","Main"
"Juwan Johnson","TE","NO","@LA","8.9","6.8","10.8","4.8","6.8","8.8","16.5","13.2","Main"
"Brandon McManus","K","GB","CAR","8.9","8.9","9.5","8.9","8.9","8.9","15.1","15.1","Main"
"Jason Myers","K","SEA","@WAS","8.9","8.9","9.6","8.9","8.9","8.9","15.1","15.1","Sunday"
"Eddy Pineiro","K","SF","@NYG","8.9","8.9","9.6","8.9","8.9","8.9","15.2","15.2","Main"
"Tyler Loop","K","BAL","@MIA","8.8","8.8","9.4","8.8","8.8","8.8","14.8","14.8","Thursday"
"DET DST","DST","DET","MIN","8.8","8.8","9.7","8.8","8.8","8.8","16.5","16.5","Main"
"Cairo Santos","K","CHI","@CIN","8.7","8.7","9.4","8.7","8.7","8.7","15.0","15.0","Main"
"Wil Lutz","K","DEN","@HOU","8.7","8.7","9.4","8.7","8.7","8.7","15.3","15.3","Main"
"Harrison Butker","K","KC","@BUF","8.7","8.7","9.4","8.7","8.7","8.7","14.9","14.9","Main"
"Evan McPherson","K","CIN","CHI","8.5","8.5","9.2","8.5","8.5","8.5","14.8","14.8","Main"
"Andy Borregales","K","NE","ATL","8.5","8.5","9.2","8.5","8.5","8.5","14.7","14.7","Main"
"Matthew Wright","K","WAS","SEA","8.5","8.5","9.2","8.5","8.5","8.5","14.9","14.9","Sunday"
"Emanuel Wilson","RB","GB","CAR","8.4","7.6","8.3","6.8","7.5","8.3","17.1","15.9","Main"
"Kayshon Boutte","WR","NE","ATL","8.4","7.2","8.3","5.8","7.0","8.2","18.2","16.1","Main"
"Chimere Dike","WR","TEN","LAC","8.4","6.7","8.3","5.0","6.6","8.3","16.5","13.8","Main"
"Chris Boswell","K","PIT","IND","8.4","8.4","9.0","8.4","8.4","8.4","14.5","14.5","Main"
"Matthew Golden","WR","GB","CAR","8.3","6.9","8.2","5.5","6.8","8.2","17.4","15.2","Main"
"Matt Prater","K","BUF","KC","8.3","8.3","9.0","8.3","8.3","8.3","14.5","14.5","Main"
"Michael Carter","RB","ARI","@DAL","8.2","7.4","8.2","6.5","7.3","8.1","16.8","15.5","Monday"
"Christian Watson","WR","GB","CAR","8.2","7.0","8.0","5.6","6.8","8.0","18.0","15.9","Main"
"Christian Kirk","WR","HOU","DEN","8.2","6.7","8.1","5.0","6.5","8.1","16.8","14.3","Main"
"Tory Horton","WR","SEA","@WAS","8.2","6.9","8.1","5.5","6.8","8.1","17.5","15.3","Sunday"
"Daniel Carlson","K","LV","JAX","8.2","8.2","8.9","8.2","8.2","8.2","14.7","14.7","Main"
"Brashard Smith","RB","KC","@BUF","8.1","6.7","8.0","5.3","6.7","8.0","16.4","14.3","Main"
"Jordan Mason","RB","MIN","@DET","8.1","7.5","8.0","6.9","7.4","8.0","16.6","15.7","Main"
"TJ Hockenson","TE","MIN","@DET","8.1","6.3","9.9","4.4","6.3","8.1","15.6","12.6","Main"
"Jonnu Smith","TE","PIT","IND","8.1","6.3","9.7","4.6","6.3","8.0","15.7","13.0","Main"
"Parker Romo","K","ATL","@NE","8.1","8.1","8.7","8.1","8.1","8.1","14.3","14.3","Main"
"Graham Gano","K","NYG","SF","8.1","8.1","8.8","8.1","8.1","8.1","14.4","14.4","Main"
"Nick Chubb","RB","HOU","DEN","8.0","7.3","7.9","6.7","7.2","7.8","16.2","15.3","Main"
"Kenneth Gainwell","RB","PIT","IND","8.0","6.8","8.0","5.7","6.8","8.0","16.3","14.6","Main"
"AJ Barner","TE","SEA","@WAS","7.9","6.4","9.4","4.8","6.4","7.9","15.7","13.2","Sunday"
"Rashod Bateman","WR","BAL","@MIA","7.8","6.6","7.7","5.3","6.5","7.7","17.4","15.4","Thursday"
"Van Jefferson","WR","TEN","LAC","7.8","6.3","7.7","4.8","6.2","7.7","16.2","13.7","Main"
"JAX DST","DST","JAX","@LV","7.7","7.7","8.6","7.7","7.7","7.7","15.2","15.2","Main"
"Samaje Perine","RB","CIN","CHI","7.5","6.9","7.4","6.2","6.8","7.4","15.8","14.9","Main"
"Riley Patterson","K","MIA","BAL","7.5","7.5","8.1","7.5","7.5","7.5","13.5","13.5","Thursday"
"Will Reichard","K","MIN","@DET","7.5","7.5","8.1","7.5","7.5","7.5","13.6","13.6","Main"
"Michael Wilson","WR","ARI","@DAL","7.4","6.0","7.3","4.6","5.9","7.3","15.6","13.4","Monday"
"Dalton Schultz","TE","HOU","DEN","7.4","5.8","8.9","4.2","5.8","7.3","14.6","12.1","Main"
"Joey Slye","K","TEN","LAC","7.4","7.4","8.0","7.4","7.4","7.4","13.7","13.7","Main"
"Blake Grupe","K","NO","@LA","7.2","7.2","7.8","7.2","7.2","7.2","13.4","13.4","Main"
"DEN DST","DST","DEN","@HOU","7.2","7.2","8.1","7.2","7.2","7.2","14.6","14.6","Main"
"RJ Harvey","RB","DEN","@HOU","7.1","6.0","7.1","5.0","6.0","7.0","14.9","13.2","Main"
"SF DST","DST","SF","@NYG","7.1","7.1","7.9","7.1","7.1","7.1","14.5","14.5","Main"
"Justice Hill","RB","BAL","@MIA","7.0","5.6","7.0","4.2","5.6","6.9","15.2","12.9","Thursday"
"Blake Corum","RB","LA","NO","7.0","6.6","6.9","6.1","6.5","6.9","15.3","14.6","Main"
"Elijah Arroyo","TE","SEA","@WAS","7.0","5.6","8.3","4.2","5.6","6.9","14.6","12.3","Sunday"
"Chig Okonkwo","TE","TEN","LAC","6.9","5.4","8.4","3.8","5.3","6.9","13.8","11.1","Main"
"Isaiah Likely","TE","BAL","@MIA","6.7","5.5","8.0","4.2","5.5","6.7","14.6","12.4","Thursday"
"Colston Loveland","TE","CHI","@CIN","6.7","5.4","7.9","4.1","5.4","6.6","14.4","12.2","Main"
"Jordan Whittington","WR","LA","NO","6.7","5.5","6.7","4.3","5.5","6.7","14.7","12.7","Main"
"Ryan Fitzgerald","K","CAR","@GB","6.7","6.7","7.3","6.7","6.7","6.7","12.7","12.7","Main"
"SEA DST","DST","SEA","@WAS","6.7","6.7","7.4","6.7","6.7","6.7","13.8","13.8","Sunday"
"Chris Moore","WR","WAS","SEA","6.6","5.5","6.5","4.3","5.4","6.5","14.7","12.9","Sunday"
"NE DST","DST","NE","ATL","6.6","6.6","7.4","6.6","6.6","6.6","13.6","13.6","Main"
"Tyler Allgeier","RB","ATL","@NE","6.5","6.0","6.4","5.5","5.9","6.3","14.3","13.6","Main"
"Xavier Legette","WR","CAR","@GB","6.5","5.2","6.5","3.8","5.2","6.5","13.6","11.4","Main"
"Jalen Coker","WR","CAR","@GB","6.5","5.1","6.4","3.8","5.1","6.4","13.6","11.4","Main"
"Noah Fant","TE","CIN","CHI","6.5","5.0","7.9","3.6","5.0","6.4","13.2","10.8","Main"
"Luke McCaffrey","WR","WAS","SEA","6.5","5.4","6.5","4.1","5.3","6.5","14.4","12.4","Sunday"
"BAL DST","DST","BAL","@MIA","6.5","6.5","7.3","6.5","6.5","6.5","13.6","13.6","Thursday"
"Kavontae Turpin","WR","DAL","ARI","6.4","5.3","6.4","4.2","5.3","6.4","14.1","12.3","Monday"
"Marquise Brown","WR","KC","@BUF","6.4","5.2","6.4","4.1","5.2","6.4","14.3","12.4","Main"
"ATL DST","DST","ATL","@NE","6.4","6.4","7.1","6.4","6.4","6.4","13.5","13.5","Main"
"Chuba Hubbard","RB","CAR","@GB","6.3","5.5","6.2","4.7","5.4","6.2","13.1","11.8","Main"
"Jeremy McNichols","RB","WAS","SEA","6.3","5.0","6.3","3.7","5.0","6.3","13.8","11.5","Sunday"
"Elijah Moore","WR","BUF","KC","6.2","5.2","6.2","4.1","5.1","6.2","14.0","12.2","Main"
"Bhayshul Tuten","RB","JAX","@LV","6.2","5.6","6.2","4.9","5.5","6.2","13.6","12.6","Main"
"Mack Hollins","WR","NE","ATL","6.2","5.1","6.1","4.0","5.1","6.1","14.1","12.3","Main"
"Pat Freiermuth","TE","PIT","IND","6.2","4.9","7.3","3.7","4.9","6.1","13.4","11.4","Main"
"Andrei Iosivas","WR","CIN","CHI","6.1","5.0","6.0","3.8","4.9","6.0","13.9","11.9","Main"
"Hunter Long","TE","JAX","@LV","6.1","4.8","7.4","3.5","4.8","6.1","12.9","10.7","Main"
"Demario Douglas","WR","NE","ATL","6.1","5.0","6.1","3.8","4.9","6.1","13.6","11.7","Main"
"HOU DST","DST","HOU","DEN","6.0","6.0","6.9","6.0","6.0","6.0","13.0","13.0","Main"
"LV DST","DST","LV","JAX","6.0","6.0","6.8","6.0","6.0","6.0","13.0","13.0","Main"
"DAL DST","DST","DAL","ARI","5.8","5.8","6.5","5.8","5.8","5.8","12.9","12.9","Monday"
"Ja'Tavion Sanders","TE","CAR","@GB","5.6","4.3","7.0","2.9","4.3","5.6","11.5","9.2","Main"
"CHI DST","DST","CHI","@CIN","5.6","5.6","6.3","5.6","5.6","5.6","12.5","12.5","Main"
"Xavier Hutchinson","WR","HOU","DEN","5.5","4.5","5.5","3.5","4.5","5.5","12.6","10.9","Main"
"Demarcus Robinson","WR","SF","@NYG","5.5","4.6","5.5","3.7","4.6","5.5","13.2","11.6","Main"
"Gunnar Helm","TE","TEN","LAC","5.5","4.2","6.7","3.0","4.2","5.4","11.6","9.4","Main"
"Ollie Gordon","RB","MIA","BAL","5.4","4.9","5.4","4.5","4.9","5.3","12.2","11.5","Thursday"
"IND DST","DST","IND","@PIT","5.4","5.4","6.2","5.4","5.4","5.4","12.1","12.1","Main"
"Pat Bryant","WR","DEN","@HOU","5.3","4.3","5.2","3.2","4.2","5.2","12.1","10.3","Main"
"NYG DST","DST","NYG","SF","5.3","5.3","6.0","5.3","5.3","5.3","12.1","12.1","Main"
"Nick Westbrook-Ikhine","WR","MIA","BAL","5.2","4.3","5.2","3.3","4.2","5.1","12.2","10.6","Thursday"
"Terrell Jennings","RB","NE","ATL","5.1","4.7","5.1","4.4","4.7","5.0","11.9","11.4","Main"
"Zay Jones","WR","ARI","@DAL","5.0","4.1","5.0","3.2","4.1","5.0","11.9","10.2","Monday"
"Travis Homer","RB","CHI","@CIN","5.0","4.4","5.0","3.9","4.4","4.9","11.9","11.0","Main"
"Jaylin Noel","WR","HOU","DEN","5.0","4.1","5.0","3.1","4.0","5.0","11.7","10.0","Main"
"Devin Singletary","RB","NYG","SF","4.9","4.4","4.9","3.9","4.4","4.9","11.6","10.8","Main"
"Jaylin Lane","WR","WAS","SEA","4.9","4.1","4.9","3.2","4.1","4.9","11.9","10.4","Sunday"
"WAS DST","DST","WAS","SEA","4.9","4.9","5.6","4.9","4.9","4.9","11.5","11.5","Sunday"
"Tyler Higbee","TE","LA","NO","4.8","3.9","5.8","2.9","3.9","4.8","11.1","9.4","Main"
"Tanner Conner","TE","MIA","BAL","4.8","3.8","5.8","2.8","3.8","4.8","10.9","9.1","Thursday"
"BUF DST","DST","BUF","KC","4.8","4.8","5.5","4.8","4.8","4.8","11.5","11.5","Main"
"TEN DST","DST","TEN","LAC","4.8","4.8","5.4","4.8","4.8","4.8","11.3","11.3","Main"
"DeAndre Hopkins","WR","BAL","@MIA","4.7","3.9","4.6","3.1","3.9","4.6","11.8","10.4","Thursday"
"Jalen Nailor","WR","MIN","@DET","4.7","3.9","4.7","3.0","3.9","4.7","11.5","9.9","Main"
"CIN DST","DST","CIN","CHI","4.6","4.6","5.4","4.6","4.6","4.6","11.4","11.4","Main"
"Cole Kmet","TE","CHI","@CIN","4.5","3.7","5.4","2.8","3.7","4.5","10.9","9.4","Main"
"KC DST","DST","KC","@BUF","4.5","4.5","5.2","4.5","4.5","4.5","10.9","10.9","Main"
"Roman Wilson","WR","PIT","IND","4.4","3.7","4.4","2.9","3.6","4.4","11.1","9.7","Main"
"Noah Gray","TE","KC","@BUF","4.3","3.4","5.1","2.6","3.4","4.3","10.3","8.7","Main"
"Brian Robinson","RB","SF","@NYG","4.3","4.1","4.3","3.8","4.0","4.3","10.7","10.2","Main"
"Jaydon Blue","RB","DAL","ARI","4.2","4.0","4.2","3.8","4.0","4.1","10.6","10.3","Monday"
"Devin Neal","RB","NO","@LA","4.2","3.5","4.1","3.0","3.5","4.1","9.9","8.8","Main"
