"Player","Pos","Team","Opp","DK Proj","FD Proj","FFPC Proj","Standard Proj","Half PPR Proj","Full PPR Proj","DK Ceiling","FD Ceiling","Slate"
"Davis Allen","TE","LA","@ARI","4.0","3.2","4.8","2.4","3.2","4.0","9.8","8.3","Main"
"Dawson Knox","TE","BUF","CIN","3.9","3.1","4.6","2.3","3.1","3.9","9.4","7.9","Main"
"Dylan Sampson","RB","CLE","TEN","3.9","3.3","3.9","2.7","3.3","3.9","9.3","8.2","Main"
"Ryan Flournoy","WR","DAL","@DET","3.9","3.2","3.9","2.5","3.2","3.9","10.0","8.6","Thursday"
"Sterling Shepard","WR","TB","NO","3.9","3.2","3.9","2.5","3.1","3.8","9.7","8.4","Main"
"Jacory Croskey-Merritt","RB","WAS","@MIN","3.9","3.8","3.9","3.7","3.8","3.8","10.1","10.0","Main"
"Xavier Hutchinson","WR","HOU","@KC","3.8","3.0","3.8","2.3","3.0","3.8","9.2","7.8","Sunday"
"Noah Gray","TE","KC","HOU","3.8","3.0","4.6","2.2","3.0","3.8","9.3","7.7","Sunday"
"Xavier Smith","WR","LA","@ARI","3.8","3.2","3.8","2.5","3.1","3.8","10.1","8.8","Main"
"Greg Dulcich","TE","MIA","@NYJ","3.8","3.0","4.6","2.2","3.0","3.8","9.1","7.5","Main"
"Tyrell Shavers","WR","BUF","CIN","3.6","3.0","3.6","2.4","3.0","3.6","9.6","8.4","Main"
"Nick Chubb","RB","HOU","@KC","3.6","3.3","3.6","3.0","3.3","3.5","8.6","8.1","Sunday"
"Terrance Ferguson","TE","LA","@ARI","3.6","3.0","4.2","2.4","3.0","3.6","9.6","8.4","Main"
"Noah Brown","WR","WAS","@MIN","3.4","2.8","3.4","2.1","2.7","3.4","8.9","7.6","Main"
"ARI DST","DST","ARI","LA","3.4","3.4","4.1","3.4","3.4","3.4","9.5","9.5","Main"
"CIN DST","DST","CIN","@BUF","3.4","3.4","4.2","3.4","3.4","3.4","9.8","9.8","Main"
"DAL DST","DST","DAL","@DET","3.4","3.4","4.3","3.4","3.4","3.4","9.7","9.7","Thursday"
"Luke Musgrave","TE","GB","CHI","3.3","2.6","4.1","1.8","2.6","3.3","7.9","6.4","Main"
"Cade Stover","TE","HOU","@KC","3.3","2.5","4.0","1.8","2.5","3.3","7.6","6.1","Sunday"
"Tim Patrick","WR","JAX","IND","3.3","2.7","3.3","2.0","2.6","3.3","8.6","7.4","Main"
"Ollie Gordon","RB","MIA","@NYJ","3.3","3.1","3.3","2.9","3.1","3.3","8.7","8.4","Main"
"Trent Sherfield","WR","ARI","LA","3.2","2.5","3.2","1.9","2.5","3.1","8.0","6.7","Main"
"Isaiah Bond","WR","CLE","TEN","3.2","2.7","3.2","2.2","2.7","3.2","8.8","7.8","Main"
"Jaylin Noel","WR","HOU","@KC","3.0","2.3","3.0","1.7","2.3","3.0","7.7","6.5","Sunday"
"Elijah Arroyo","TE","SEA","@ATL","3.0","2.4","3.6","1.8","2.4","3.0","8.0","6.8","Main"
"Treylon Burks","WR","WAS","@MIN","3.0","2.4","3.0","1.9","2.4","3.0","8.3","7.1","Main"
"Brandin Cooks","WR","BUF","CIN","2.9","2.4","2.9","1.9","2.4","2.9","8.3","7.2","Main"
"Tyler Badie","RB","DEN","@LV","2.9","2.2","2.9","1.5","2.2","2.9","7.8","6.3","Main"
"Isaiah Davis","RB","NYJ","MIA","2.9","2.6","2.9","2.4","2.6","2.8","7.7","7.2","Main"
"Marquez Valdes-Scantling","WR","PIT","@BAL","2.9","2.4","2.9","1.9","2.4","2.9","8.1","7.0","Main"
"Brashard Smith","RB","KC","HOU","2.8","2.3","2.8","1.7","2.3","2.8","7.6","6.4","Sunday"
"Foster Moreau","TE","NO","@TB","2.8","2.2","3.3","1.6","2.2","2.7","7.3","6.0","Main"
"Jahan Dotson","WR","PHI","@LAC","2.8","2.3","2.8","1.8","2.3","2.8","7.7","6.6","Monday"
"Josh Whyle","TE","GB","CHI","2.7","2.2","3.2","1.7","2.2","2.7","7.4","6.3","Main"
"Ian Thomas","TE","LV","DEN","2.7","2.1","3.3","1.4","2.1","2.7","6.9","5.6","Main"
"Rasheen Ali","RB","BAL","PIT","2.5","2.0","2.5","1.6","2.0","2.5","6.9","6.0","Main"
"Adam Trautman","TE","DEN","@LV","2.5","2.0","3.0","1.5","2.0","2.5","7.2","6.1","Main"
"Evan Hull","RB","NO","@TB","2.5","2.2","2.5","1.9","2.2","2.4","6.8","6.2","Main"
"Isaiah Williams","WR","NYJ","MIA","2.5","2.0","2.5","1.5","2.0","2.5","6.8","5.7","Main"
"Jeremy Ruckert","TE","NYJ","MIA","2.5","1.9","3.1","1.3","1.9","2.5","6.3","5.0","Main"
"Malik Davis","RB","DAL","@DET","2.3","2.3","2.3","2.2","2.2","2.3","7.0","6.8","Thursday"
"Anthony Firkser","TE","DET","DAL","2.3","1.8","2.8","1.4","1.8","2.3","6.8","5.7","Thursday"
"Jerome Ford","RB","CLE","TEN","2.2","1.8","2.2","1.4","1.8","2.2","6.3","5.4","Main"
"Julian Hill","TE","MIA","@NYJ","2.2","1.7","2.7","1.2","1.7","2.2","5.9","4.7","Main"
"Chris Brooks","RB","GB","CHI","2.1","1.7","2.1","1.3","1.7","2.1","6.2","5.3","Main"
"Allen Lazard","WR","NYJ","MIA","2.1","1.7","2.1","1.3","1.7","2.1","6.2","5.3","Main"
"Sean Tucker","RB","TB","NO","2.1","2.0","2.1","1.9","2.0","2.1","6.1","6.0","Main"
"Charlie Kolar","TE","BAL","PIT","2.0","1.6","2.4","1.3","1.6","2.0","6.1","5.2","Main"
"Jackson Hawes","TE","BUF","CIN","2.0","1.7","2.4","1.3","1.7","2.0","6.4","5.5","Main"
"JuJu Smith-Schuster","WR","KC","HOU","2.0","1.6","2.0","1.2","1.6","2.0","6.0","5.0","Sunday"
"John Bates","TE","WAS","@MIN","2.0","1.5","2.4","1.1","1.5","2.0","5.5","4.4","Main"
"Ray Davis","RB","BUF","CIN","1.9","1.7","1.9","1.6","1.7","1.9","6.1","5.8","Main"
"Gage Larvadain","WR","CLE","TEN","1.9","1.6","1.9","1.2","1.5","1.9","5.9","5.0","Main"
"Tom Kennedy","WR","DET","DAL","1.9","1.6","1.9","1.2","1.6","1.9","6.2","5.4","Thursday"
"Nick Westbrook-Ikhine","WR","MIA","@NYJ","1.9","1.6","1.9","1.2","1.6","1.9","6.0","5.1","Main"
"Raheem Mostert","RB","LV","DEN","1.8","1.5","1.8","1.3","1.5","1.7","5.3","4.7","Main"
"Luke Schoonmaker","TE","DAL","@DET","1.7","1.3","2.1","1.0","1.3","1.7","5.4","4.4","Thursday"
"Jaylen Wright","RB","MIA","@NYJ","1.7","1.6","1.6","1.6","1.6","1.6","5.2","5.1","Main"
"Jaylin Lane","WR","WAS","@MIN","1.7","1.4","1.7","1.1","1.4","1.7","5.8","5.0","Main"
"Ameer Abdullah","RB","IND","@JAX","1.6","1.4","1.6","1.2","1.4","1.6","5.3","4.7","Main"
"Tyquan Thornton","WR","KC","HOU","1.6","1.4","1.6","1.2","1.4","1.6","5.8","5.2","Sunday"
"Josh Oliver","TE","MIN","WAS","1.6","1.3","1.9","0.9","1.3","1.6","4.9","4.1","Main"
"Tank Bigsby","RB","PHI","@LAC","1.6","1.5","1.6","1.5","1.5","1.6","5.1","5.0","Monday"
"Tanner Hudson","TE","CIN","@BUF","1.5","1.2","1.9","0.9","1.2","1.5","4.9","4.0","Main"
"Hunter Luepke","RB","DAL","@DET","1.5","1.2","1.5","0.9","1.2","1.5","5.0","4.1","Thursday"
"John FitzPatrick","TE","GB","CHI","1.5","1.2","1.7","0.9","1.2","1.4","4.8","4.0","Main"
"Mo Alie-Cox","TE","IND","@JAX","1.5","1.2","1.8","0.9","1.2","1.5","5.1","4.2","Main"
"Hunter Long","TE","JAX","IND","1.5","1.1","1.8","0.8","1.1","1.5","4.5","3.7","Main"
"Charlie Woerner","TE","ATL","SEA","1.4","1.0","1.7","0.7","1.0","1.4","4.3","3.4","Main"
"Adam Prentice","RB","DEN","@LV","1.4","1.1","1.4","0.8","1.1","1.4","4.5","3.8","Main"
"LeQuint Allen","RB","JAX","IND","1.4","1.1","1.4","0.9","1.1","1.4","4.4","3.8","Main"
"Will Shipley","RB","PHI","@LAC","1.4","1.1","1.4","0.9","1.1","1.4","4.6","3.9","Monday"
"Konata Mumpfield","WR","LA","@ARI","1.3","1.1","1.3","0.9","1.1","1.3","4.7","4.0","Main"
"James Proche","WR","TEN","@CLE","1.3","1.0","1.3","0.8","1.0","1.3","4.1","3.4","Main"
"Mitchell Tinsley","WR","CIN","@BUF","1.2","1.0","1.2","0.8","1.0","1.2","4.3","3.7","Main"
"Cedrick Wilson","WR","MIA","@NYJ","1.2","1.0","1.2","0.7","1.0","1.2","4.3","3.6","Main"
"Drew Sample","TE","CIN","@BUF","1.1","0.8","1.3","0.5","0.8","1.1","3.5","2.8","Main"
"Malachi Corley","WR","CLE","TEN","1.1","1.0","1.1","0.8","1.0","1.1","3.8","3.3","Main"
"Kaleb Johnson","RB","PIT","@BAL","1.1","1.1","1.1","1.0","1.1","1.1","3.7","3.5","Main"
"Tylan Wallace","WR","BAL","PIT","1.0","0.8","1.0","0.7","0.8","1.0","3.9","3.3","Main"
"Brevyn Spann-Ford","TE","DAL","@DET","1.0","0.8","1.2","0.6","0.8","1.0","3.7","3.0","Thursday"
"Dyami Brown","WR","JAX","IND","0.9","0.7","0.9","0.5","0.7","0.9","3.5","2.9","Main"
"Grant Calcaterra","TE","PHI","@LAC","0.9","0.7","1.2","0.5","0.7","0.9","3.4","2.7","Monday"
"Payne Durham","TE","TB","NO","0.9","0.7","1.1","0.6","0.7","0.9","3.5","2.9","Main"
"Jalen Brooks","WR","ARI","LA","0.8","0.6","0.8","0.5","0.6","0.8","3.0","2.5","Main"
"Quintin Morris","TE","JAX","IND","0.8","0.6","1.0","0.5","0.6","0.8","3.2","2.5","Main"
"Jordan Whittington","WR","LA","@ARI","0.8","0.6","0.8","0.5","0.6","0.8","3.2","2.7","Main"
"Deven Thompkins","WR","ATL","SEA","0.7","0.5","0.7","0.4","0.5","0.7","2.6","2.2","Main"
"Teagan Quitoriano","TE","ATL","SEA","0.6","0.5","0.7","0.4","0.5","0.6","2.5","2.0","Main"
"Drew Ogletree","TE","IND","@JAX","0.6","0.5","0.7","0.4","0.5","0.6","2.6","2.1","Main"
"Alec Ingold","RB","MIA","@NYJ","0.6","0.5","0.6","0.4","0.5","0.6","2.8","2.3","Main"
"KhaDarel Hodge","WR","ATL","SEA","0.5","0.4","0.5","0.3","0.4","0.5","2.1","1.7","Main"
"Devin Duvernay","WR","CHI","@GB","0.5","0.4","0.5","0.3","0.4","0.5","2.0","1.6","Main"
"Durham Smythe","TE","CHI","@GB","0.5","0.4","0.6","0.3","0.4","0.5","2.0","1.5","Main"
"Laquon Treadwell","WR","IND","@JAX","0.5","0.4","0.5","0.3","0.4","0.5","2.2","1.8","Main"
"Scott Matlock","RB","LAC","PHI","0.5","0.4","0.5","0.2","0.4","0.5","2.0","1.5","Monday"
"Darius Cooper","WR","PHI","@LAC","0.5","0.4","0.5","0.3","0.4","0.5","1.9","1.5","Monday"
"Kylen Granson","TE","PHI","@LAC","0.5","0.4","0.6","0.3","0.4","0.5","1.9","1.5","Monday"
"Tyler Goodson","RB","IND","@JAX","0.4","0.4","0.4","0.4","0.4","0.4","2.0","1.9","Main"
"Trey Lance","QB","LAC","PHI","0.4","0.4","0.4","0.4","0.4","0.4","0.0","0.0","Monday"
"Tyler Conklin","TE","LAC","PHI","0.4","0.3","0.4","0.3","0.3","0.4","1.1","0.9","Monday"
"Lil'Jordan Humphrey","WR","DEN","@LV","0.3","0.2","0.3","0.2","0.2","0.3","1.2","1.0","Main"
"Dare Ogunbowale","RB","HOU","@KC","0.3","0.3","0.3","0.2","0.3","0.3","1.5","1.2","Sunday"
"Shedrick Jackson","WR","LV","DEN","0.3","0.2","0.3","0.2","0.2","0.3","1.1","0.9","Main"
"Will Dissly","TE","LAC","PHI","0.3","0.2","0.3","0.2","0.2","0.3","1.1","0.9","Monday"
"Kevin Austin","WR","NO","@TB","0.3","0.2","0.3","0.2","0.2","0.3","1.0","0.8","Main"
"Jack Stoll","TE","NO","@TB","0.3","0.2","0.3","0.1","0.2","0.3","1.0","0.7","Main"
"Ben Skowronek","WR","PIT","@BAL","0.3","0.2","0.3","0.2","0.2","0.3","1.1","0.9","Main"
"Scotty Miller","WR","PIT","@BAL","0.3","0.2","0.3","0.2","0.2","0.3","1.1","0.9","Main"
"Cody White","WR","SEA","@ATL","0.3","0.2","0.3","0.2","0.2","0.3","1.2","1.0","Main"
"Ben Sinnott","TE","WAS","@MIN","0.3","0.2","0.4","0.2","0.2","0.3","1.2","1.0","Main"
"Pharaoh Brown","TE","ARI","LA","0.2","0.1","0.2","0.1","0.1","0.2","0.7","0.5","Main"
"Feleipe Franks","TE","ATL","SEA","0.2","0.2","0.3","0.2","0.2","0.2","0.6","0.4","Main"
"Reggie Gilliam","TE","BUF","CIN","0.2","0.1","0.2","0.1","0.1","0.2","0.6","0.5","Main"
"Jahdae Walker","WR","CHI","@GB","0.2","0.2","0.2","0.1","0.2","0.2","0.9","0.8","Main"
"Jonathan Mingo","WR","DAL","@DET","0.2","0.1","0.2","0.1","0.1","0.2","0.7","0.6","Thursday"
"Malik Cunningham","WR","DET","DAL","0.2","0.1","0.2","0.1","0.1","0.2","0.7","0.6","Thursday"
"Dominic Lovett","WR","DET","DAL","0.2","0.1","0.2","0.1","0.1","0.2","0.7","0.6","Thursday"
"British Brooks","RB","HOU","@KC","0.2","0.1","0.2","0.1","0.1","0.2","0.8","0.7","Sunday"
"Jakob Johnson","RB","HOU","@KC","0.2","0.1","0.2","0.1","0.1","0.2","0.9","0.7","Sunday"
"Robert Tonyan","TE","KC","HOU","0.2","0.1","0.2","0.1","0.1","0.2","0.6","0.5","Sunday"
"Dylan Laube","RB","LV","DEN","0.2","0.1","0.2","0.1","0.1","0.2","0.8","0.7","Main"
"DJ Turner","WR","LV","DEN","0.2","0.2","0.2","0.1","0.2","0.2","1.1","0.9","Main"
"Derius Davis","WR","LAC","PHI","0.2","0.2","0.2","0.2","0.2","0.2","1.1","0.9","Monday"
"Nick Vannett","TE","LA","@ARI","0.2","0.1","0.2","0.1","0.1","0.2","0.8","0.6","Main"
"Zavier Scott","RB","MIN","WAS","0.2","0.1","0.2","0.1","0.1","0.2","0.8","0.7","Main"
"CJ Ham","RB","MIN","WAS","0.2","0.1","0.2","0.1","0.1","0.2","0.9","0.6","Main"
"Dante Pettis","WR","NO","@TB","0.2","0.2","0.2","0.1","0.2","0.2","1.0","0.8","Main"
"Andrew Beck","TE","NYJ","MIA","0.2","0.2","0.3","0.1","0.2","0.2","1.0","0.8","Main"
"Connor Heyward","TE","PIT","@BAL","0.2","0.2","0.3","0.2","0.2","0.2","0.5","0.4","Main"
"Velus Jones","RB","SEA","@ATL","0.2","0.2","0.2","0.2","0.2","0.2","1.1","1.0","Main"
"Kalel Mullings","RB","TEN","@CLE","0.2","0.2","0.2","0.2","0.2","0.2","0.7","0.7","Main"
"Julius Chestnut","RB","TEN","@CLE","0.2","0.1","0.2","0.1","0.1","0.1","0.7","0.7","Main"
"Mason Kinsey","WR","TEN","@CLE","0.2","0.2","0.2","0.1","0.2","0.2","0.9","0.7","Main"
"Corey Kiner","RB","ARI","LA","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.5","Main"
"Josiah Deguara","TE","ARI","LA","0.1","0.1","0.2","0.1","0.1","0.1","0.6","0.5","Main"
"Jamal Agnew","WR","ATL","SEA","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.4","Main"
"Patrick Ricard","RB","BAL","PIT","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Main"
"LaJohntay Wester","WR","BAL","PIT","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.5","Main"
"Tahj Brooks","RB","CIN","@BUF","0.1","0.1","0.1","0.1","0.1","0.1","0.7","0.7","Main"
"Blake Whiteheart","TE","CLE","TEN","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Main"
"Marcedes Lewis","TE","DEN","@LV","0.1","0.1","0.1","0.0","0.1","0.1","0.4","0.3","Main"
"Sione Vaki","RB","DET","DAL","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.6","Thursday"
"Jacob Saylors","RB","DET","DAL","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.6","Thursday"
"Bo Melton","WR","GB","CHI","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.5","Main"
"Anthony Gould","WR","IND","@JAX","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.5","Main"
"Carter Runyon","TE","LV","DEN","0.1","0.1","0.2","0.1","0.1","0.1","0.6","0.4","Main"
"Jaret Patterson","RB","LAC","PHI","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.6","Monday"
"Dee Eskridge","WR","MIA","@NYJ","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Main"
"Tai Felton","WR","MIN","WAS","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Main"
"Myles Price","WR","MIN","WAS","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Main"
"Ben Sims","TE","MIN","WAS","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Main"
"Audric Estime","RB","NO","@TB","0.1","0.1","0.1","0.0","0.1","0.1","0.4","0.3","Main"
"Arian Smith","WR","NYJ","MIA","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Main"
"Stone Smartt","TE","NYJ","MIA","0.1","0.1","0.2","0.1","0.1","0.1","0.5","0.4","Main"
"Cameron Latu","TE","PHI","@LAC","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Monday"
"Brady Russell","RB","SEA","@ATL","0.1","0.1","0.1","0.1","0.1","0.1","0.5","0.4","Main"
"Robbie Ouzts","RB","SEA","@ATL","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.4","Main"
"Jake Bobo","WR","SEA","@ATL","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.5","Main"
"Nick Kallerup","TE","SEA","@ATL","0.1","0.1","0.2","0.1","0.1","0.1","0.5","0.4","Main"
"Ryan Miller","WR","TB","NO","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.5","Main"
"Kameron Johnson","WR","TB","NO","0.1","0.1","0.1","0.1","0.1","0.1","0.6","0.5","Main"
"Devin Culp","TE","TB","NO","0.1","0.1","0.2","0.1","0.1","0.1","0.6","0.5","Main"
"David Martin-Robinson","TE","TEN","@CLE","0.1","0.1","0.2","0.1","0.1","0.1","0.5","0.4","Main"
"Colson Yankoff","TE","WAS","@MIN","0.1","0.1","0.2","0.1","0.1","0.1","0.6","0.5","Main"
